Date,Year,Month,Month_Name,Season,Station,Zone,Cast_ID,Latitude,Longitude,Distance_km,Depth_m,Temperature_C,Salinity_PSU,Sigma_t,Oxygen_mgL,pH,Chl_a_ugL,Fluorescence_mgm3,Turbidity_NTU,H2S_mgL,Transect,Section_Name,Station_Order
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,22,9.365,18.882,13.477,8.258,8.29,0.383,0.409,0.9,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,23,9.119,18.924,13.595,8.091,8.315,0.347,0.345,0.839,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,24,8.985,18.931,13.609,7.921,8.304,0.377,0.364,0.962,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,25,9.259,18.962,13.527,7.903,8.306,0.385,0.342,0.864,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,26,9.329,19.049,13.548,7.817,8.279,0.358,0.37,0.93,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,27,9.009,18.954,13.588,7.688,8.292,0.342,0.338,0.67,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,28,9.176,19.005,13.554,7.781,8.342,0.326,0.311,0.816,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,29,9.135,19.062,13.643,7.616,8.291,0.344,0.289,0.748,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,30,9.091,19.077,13.65,7.572,8.297,0.348,0.35,0.746,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,31,9.059,19.115,13.723,7.527,8.299,0.312,0.268,0.821,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,32,9.138,19.09,13.665,7.382,8.275,0.312,0.322,0.711,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,33,9.044,19.159,13.689,7.366,8.252,0.31,0.318,0.711,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,34,8.9,19.2,13.782,7.109,8.302,0.301,0.299,0.584,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,35,9.142,19.231,13.754,7.196,8.294,0.347,0.364,0.717,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,36,9.04,19.216,13.745,6.98,8.298,0.293,0.339,0.693,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,37,9.262,19.213,13.674,6.907,8.277,0.33,0.355,0.56,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,38,8.966,19.246,13.725,6.923,8.3,0.302,0.21,0.623,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,39,9.083,19.354,13.71,6.797,8.29,0.243,0.302,0.612,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,40,9.067,19.352,13.808,6.774,8.284,0.285,0.25,0.555,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,41,9.051,19.379,13.76,6.682,8.301,0.256,0.223,0.568,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,42,9.106,19.411,13.823,6.67,8.285,0.329,0.321,0.377,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,43,9.135,19.396,13.827,6.454,8.257,0.228,0.196,0.558,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,44,9.091,19.371,13.718,6.485,8.267,0.277,0.305,0.52,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,45,9.106,19.451,13.799,6.403,8.275,0.284,0.268,0.537,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,46,8.976,19.48,13.798,6.269,8.249,0.203,0.176,0.542,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,47,8.995,19.509,13.908,6.276,8.29,0.262,0.228,0.421,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,48,8.784,19.486,13.923,6.318,8.247,0.268,0.226,0.494,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,49,8.838,19.544,13.898,6.117,8.25,0.24,0.257,0.429,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,50,9.056,19.576,13.882,5.996,8.281,0.247,0.292,0.463,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,51,9.004,19.615,13.982,6.025,8.266,0.281,0.248,0.448,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,52,9.008,19.55,13.846,5.834,8.245,0.242,0.23,0.565,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,53,9.022,19.605,13.904,5.879,8.263,0.268,0.255,0.484,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,54,8.855,19.692,13.991,5.92,8.26,0.267,0.265,0.375,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,55,8.923,19.607,13.959,5.838,8.263,0.245,0.263,0.353,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,56,8.926,19.641,13.895,5.623,8.276,0.274,0.245,0.248,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,57,8.592,19.742,14.072,5.619,8.261,0.212,0.2,0.367,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,58,9.016,19.698,13.986,5.552,8.266,0.292,0.253,0.278,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,59,9.095,19.748,13.962,5.622,8.253,0.257,0.32,0.311,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM1,Kıyı,C01,40.9967,39.7655,0.926,60,8.81,19.737,13.977,5.515,8.242,0.279,0.184,0.268,0.0,TM,Trabzon_Transect,1
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,1,9.221,18.272,13.211,10.177,8.336,0.403,0.363,1.759,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,2,9.318,18.315,13.228,10.208,8.336,0.398,0.368,1.573,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,3,9.193,18.33,13.26,9.983,8.324,0.436,0.465,1.598,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,4,9.303,18.37,13.206,9.871,8.338,0.398,0.406,1.45,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,5,9.377,18.39,13.257,9.627,8.315,0.42,0.377,1.581,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,6,9.189,18.405,13.295,9.766,8.313,0.439,0.512,1.35,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,7,9.185,18.446,13.333,9.583,8.303,0.451,0.428,1.544,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,8,9.171,18.51,13.362,9.495,8.303,0.456,0.414,1.421,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,9,9.229,18.501,13.289,9.412,8.33,0.43,0.488,1.329,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,10,9.242,18.537,13.356,9.239,8.319,0.482,0.44,1.134,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,11,9.464,18.574,13.262,9.155,8.319,0.445,0.4,1.338,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,12,9.102,18.638,13.475,9.088,8.317,0.446,0.471,1.118,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,13,9.173,18.702,13.425,9.083,8.304,0.464,0.477,1.153,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,14,9.295,18.667,13.344,8.888,8.305,0.439,0.436,1.053,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,15,9.161,18.69,13.354,8.843,8.322,0.428,0.375,1.224,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,16,9.382,18.748,13.429,8.693,8.328,0.458,0.508,1.085,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,17,9.114,18.787,13.529,8.585,8.308,0.446,0.436,1.172,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,18,8.996,18.768,13.43,8.464,8.299,0.428,0.472,1.047,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,19,9.104,18.851,13.488,8.378,8.32,0.421,0.447,1.037,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,20,9.103,18.847,13.511,8.272,8.287,0.438,0.424,0.928,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,21,9.23,18.807,13.435,8.202,8.33,0.42,0.451,0.892,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,22,9.114,18.904,13.56,8.16,8.311,0.41,0.441,1.021,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,23,8.861,18.959,13.649,8.024,8.278,0.4,0.438,1.075,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,24,9.126,18.929,13.556,7.983,8.289,0.441,0.512,0.997,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,25,9.133,19.001,13.6,7.992,8.312,0.4,0.425,0.909,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,26,9.01,18.991,13.568,7.935,8.327,0.407,0.417,0.967,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,27,9.125,19.001,13.604,7.755,8.28,0.363,0.359,0.98,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,28,9.162,19.066,13.616,7.659,8.282,0.352,0.322,0.714,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,29,9.162,19.03,13.598,7.65,8.312,0.373,0.374,0.725,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,30,9.043,19.12,13.701,7.577,8.293,0.308,0.295,0.789,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,31,9.025,19.141,13.662,7.395,8.298,0.321,0.331,0.773,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,32,8.958,19.201,13.681,7.227,8.264,0.324,0.326,0.722,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,33,8.952,19.193,13.763,7.21,8.285,0.298,0.262,0.686,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,34,9.326,19.195,13.708,7.203,8.315,0.307,0.313,0.723,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,35,9.382,19.208,13.677,7.104,8.28,0.326,0.327,0.698,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,36,9.087,19.265,13.669,7.091,8.271,0.261,0.259,0.664,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,37,9.063,19.235,13.709,6.942,8.284,0.299,0.259,0.699,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,38,8.903,19.239,13.754,6.891,8.281,0.286,0.295,0.7,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,39,8.855,19.287,13.793,6.907,8.275,0.22,0.152,0.541,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,40,8.958,19.343,13.783,6.823,8.27,0.257,0.276,0.469,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,41,9.077,19.36,13.827,6.652,8.309,0.269,0.218,0.582,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,42,8.872,19.398,13.851,6.582,8.292,0.3,0.357,0.604,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,43,8.999,19.398,13.787,6.557,8.267,0.264,0.339,0.534,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,44,9.04,19.431,13.822,6.509,8.291,0.307,0.319,0.581,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,45,8.899,19.478,13.895,6.427,8.286,0.275,0.323,0.543,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,46,9.004,19.383,13.824,6.128,8.245,0.272,0.292,0.414,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,47,9.047,19.477,13.913,6.28,8.276,0.3,0.305,0.414,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,48,8.988,19.47,13.848,6.17,8.282,0.259,0.247,0.473,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,49,9.07,19.502,13.825,6.216,8.26,0.221,0.239,0.506,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,50,8.856,19.573,13.938,6.123,8.244,0.264,0.252,0.419,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,51,9.198,19.625,13.928,6.015,8.269,0.274,0.278,0.456,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,52,9.067,19.569,13.878,5.996,8.262,0.262,0.289,0.405,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,53,9.092,19.573,13.933,5.866,8.236,0.227,0.186,0.428,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,54,8.921,19.647,13.964,5.853,8.265,0.268,0.184,0.384,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,55,8.739,19.647,14.02,5.844,8.261,0.239,0.259,0.361,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,56,9.048,19.649,13.96,5.753,8.242,0.276,0.304,0.401,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,57,8.812,19.668,14.005,5.595,8.261,0.22,0.212,0.392,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,58,9.127,19.747,13.971,5.618,8.255,0.262,0.256,0.49,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,59,8.997,19.701,13.971,5.471,8.258,0.287,0.284,0.349,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,60,8.808,19.691,13.977,5.491,8.27,0.321,0.297,0.471,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,61,8.967,19.769,14.013,5.426,8.242,0.216,0.154,0.4,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,62,8.867,19.774,14.057,5.374,8.237,0.281,0.344,0.379,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,63,9.159,19.824,14.022,5.343,8.253,0.223,0.251,0.223,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,64,8.95,19.833,14.091,5.235,8.227,0.244,0.248,0.329,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,65,9.045,19.835,14.003,5.223,8.243,0.231,0.222,0.301,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,66,9.042,19.838,14.029,5.016,8.228,0.244,0.216,0.418,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,67,9.013,19.859,14.054,5.083,8.24,0.293,0.2,0.141,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,68,8.861,19.894,14.111,5.012,8.253,0.276,0.283,0.371,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,69,8.913,19.911,14.099,4.982,8.259,0.189,0.132,0.192,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,70,8.854,19.861,14.058,4.878,8.272,0.295,0.279,0.251,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,71,8.618,19.918,14.126,4.873,8.209,0.231,0.237,0.303,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,72,8.863,19.963,14.109,4.865,8.232,0.216,0.203,0.297,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,73,8.98,19.998,14.159,4.761,8.242,0.298,0.377,0.163,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,74,8.906,19.936,14.078,4.697,8.235,0.247,0.221,0.201,0.0,TM,Trabzon_Transect,2
2026-02-15,2026,2,Şubat,Kış,TM2,Geçiş,C02,41.0142,39.7655,1.852,75,8.741,20.051,14.207,4.73,8.22,0.245,0.217,0.05,0.0,TM,Trabzon_Transect,2
