Date,Year,Month,Latitude,Longitude,chlor_a_mg_m3,spm_mg_L,turbidity_FNU,Transect
2026-02-15,2026,2,40.85,39.3375,0.94,5.009,0.661,Grid_A
2026-02-15,2026,2,40.85,39.42344,0.926,5.0,0.701,Grid_A
2026-02-15,2026,2,40.85,39.50937,0.948,4.877,0.717,Grid_A
2026-02-15,2026,2,40.85,39.59531,0.96,4.891,0.672,Grid_A
2026-02-15,2026,2,40.85,39.68125,0.917,4.755,0.709,Grid_A
2026-02-15,2026,2,40.85,39.76719,0.993,5.348,0.68,Grid_A
2026-02-15,2026,2,40.85,39.85312,0.981,5.095,0.65,Grid_A
2026-02-15,2026,2,40.85,39.93906,0.94,5.003,0.743,Grid_A
2026-02-15,2026,2,40.85,40.025,0.921,5.218,0.714,Grid_A
2026-02-15,2026,2,40.85,40.11094,0.902,5.009,0.758,Grid_A
2026-02-15,2026,2,40.85,40.19687,0.956,5.315,0.744,Grid_A
2026-02-15,2026,2,40.85,40.28281,0.949,4.891,0.697,Grid_A
2026-02-15,2026,2,40.85,40.36875,1.028,5.192,0.685,Grid_A
2026-02-15,2026,2,40.85,40.45469,1.007,4.819,0.711,Grid_A
2026-02-15,2026,2,40.85,40.54062,0.98,5.694,0.755,Grid_A
2026-02-15,2026,2,40.85,40.62656,0.961,5.21,0.761,Grid_A
2026-02-15,2026,2,40.85,40.7125,1.041,5.169,0.736,Grid_A
2026-02-15,2026,2,40.85,40.79844,0.954,5.365,0.77,Grid_A
2026-02-15,2026,2,40.85,40.88437,0.913,5.167,0.717,Grid_A
2026-02-15,2026,2,40.85,40.97031,1.0,5.013,0.718,Grid_A
2026-02-15,2026,2,40.85,41.05625,1.042,5.241,0.752,Grid_A
2026-02-15,2026,2,40.85,41.14219,1.018,5.483,0.746,Grid_A
2026-02-15,2026,2,40.85,41.22812,0.989,5.224,0.787,Grid_A
2026-02-15,2026,2,40.85,41.31406,1.005,5.259,0.773,Grid_A
2026-02-15,2026,2,40.85,41.4,1.085,5.346,0.76,Grid_A
2026-02-15,2026,2,40.88382,35.9,0.891,4.836,0.62,Grid_A
2026-02-15,2026,2,40.88382,35.98594,0.797,4.465,0.548,Grid_A
2026-02-15,2026,2,40.88382,36.07187,0.859,4.614,0.552,Grid_A
2026-02-15,2026,2,40.88382,36.15781,0.872,4.545,0.594,Grid_A
2026-02-15,2026,2,40.88382,36.24375,0.767,4.725,0.615,Grid_A
2026-02-15,2026,2,40.88382,36.32969,0.829,4.557,0.672,Grid_A
2026-02-15,2026,2,40.88382,36.41562,0.786,4.511,0.627,Grid_A
2026-02-15,2026,2,40.88382,36.50156,0.797,4.451,0.641,Grid_A
2026-02-15,2026,2,40.88382,36.5875,0.865,4.78,0.62,Grid_A
2026-02-15,2026,2,40.88382,36.67344,0.817,4.647,0.617,Grid_A
2026-02-15,2026,2,40.88382,36.75937,0.882,4.796,0.598,Grid_A
2026-02-15,2026,2,40.88382,36.84531,0.883,4.389,0.617,Grid_A
2026-02-15,2026,2,40.88382,36.93125,0.809,4.568,0.676,Grid_A
2026-02-15,2026,2,40.88382,37.01719,0.799,4.589,0.644,Grid_A
2026-02-15,2026,2,40.88382,37.10312,0.843,4.798,0.67,Grid_A
2026-02-15,2026,2,40.88382,37.18906,0.891,4.688,0.634,Grid_A
2026-02-15,2026,2,40.88382,37.275,0.89,4.922,0.641,Grid_A
2026-02-15,2026,2,40.88382,37.36094,0.886,4.882,0.641,Grid_A
2026-02-15,2026,2,40.88382,37.44687,0.851,4.972,0.654,Grid_A
2026-02-15,2026,2,40.88382,37.53281,0.796,4.673,0.638,Grid_A
2026-02-15,2026,2,40.88382,37.61875,0.874,5.093,0.733,Grid_A
2026-02-15,2026,2,40.88382,37.70469,0.787,4.927,0.658,Grid_A
2026-02-15,2026,2,40.88382,37.79062,0.882,4.988,0.663,Grid_A
2026-02-15,2026,2,40.88382,37.87656,0.878,4.9,0.676,Grid_A
2026-02-15,2026,2,40.88382,37.9625,0.914,4.946,0.651,Grid_A
2026-02-15,2026,2,40.88382,38.04844,1.012,4.994,0.688,Grid_A
2026-02-15,2026,2,40.88382,38.13437,0.883,4.974,0.676,Grid_A
2026-02-15,2026,2,40.88382,38.22031,0.83,4.807,0.656,Grid_A
2026-02-15,2026,2,40.88382,38.30625,0.886,4.75,0.679,Grid_A
2026-02-15,2026,2,40.88382,38.39219,0.969,5.004,0.651,Grid_A
2026-02-15,2026,2,40.88382,38.47812,0.875,4.917,0.649,Grid_A
2026-02-15,2026,2,40.88382,38.56406,0.932,5.277,0.673,Grid_A
2026-02-15,2026,2,40.88382,38.65,0.927,4.935,0.675,Grid_A
2026-02-15,2026,2,40.88382,38.73594,0.935,4.902,0.673,Grid_A
2026-02-15,2026,2,40.88382,38.82187,0.866,5.062,0.723,Grid_A
2026-02-15,2026,2,40.88382,38.90781,0.962,5.361,0.683,Grid_A
2026-02-15,2026,2,40.88382,38.99375,0.971,4.856,0.721,Grid_A
2026-02-15,2026,2,40.88382,39.07969,1.006,5.19,0.748,Grid_A
2026-02-15,2026,2,40.88382,39.16562,0.92,5.078,0.686,Grid_A
2026-02-15,2026,2,40.88382,39.25156,0.949,5.173,0.713,Grid_A
2026-02-15,2026,2,40.88382,39.3375,0.932,5.035,0.724,Grid_A
2026-02-15,2026,2,40.88382,39.42344,0.948,4.917,0.671,Grid_A
2026-02-15,2026,2,40.88382,39.50937,0.934,4.885,0.701,Grid_A
2026-02-15,2026,2,40.88382,39.59531,0.944,5.146,0.708,Grid_A
2026-02-15,2026,2,40.88382,39.68125,1.052,4.937,0.758,Grid_A
2026-02-15,2026,2,40.88382,39.76719,0.962,5.072,0.746,Grid_A
2026-02-15,2026,2,40.88382,39.85312,0.953,5.056,0.779,Grid_A
2026-02-15,2026,2,40.88382,39.93906,0.887,5.182,0.742,Grid_A
2026-02-15,2026,2,40.88382,40.025,1.035,5.166,0.807,Grid_A
2026-02-15,2026,2,40.88382,40.11094,1.012,4.786,0.707,Grid_A
2026-02-15,2026,2,40.88382,40.19687,0.995,5.045,0.76,Grid_A
2026-02-15,2026,2,40.88382,40.28281,0.971,5.048,0.726,Grid_A
2026-02-15,2026,2,40.88382,40.36875,1.026,4.897,0.779,Grid_A
2026-02-15,2026,2,40.88382,40.45469,1.039,5.25,0.721,Grid_A
2026-02-15,2026,2,40.88382,40.54062,1.021,5.233,0.721,Grid_A
2026-02-15,2026,2,40.88382,40.62656,1.079,5.167,0.725,Grid_A
2026-02-15,2026,2,40.88382,40.7125,1.017,5.344,0.803,Grid_A
2026-02-15,2026,2,40.88382,40.79844,0.994,5.298,0.777,Grid_A
2026-02-15,2026,2,40.88382,40.88437,1.021,5.432,0.778,Grid_A
2026-02-15,2026,2,40.88382,40.97031,1.023,5.317,0.796,Grid_A
2026-02-15,2026,2,40.88382,41.05625,1.005,5.575,0.813,Grid_A
2026-02-15,2026,2,40.88382,41.14219,0.996,5.909,0.763,Grid_A
2026-02-15,2026,2,40.88382,41.22812,0.998,5.55,0.795,Grid_A
2026-02-15,2026,2,40.88382,41.31406,1.033,5.62,0.794,Grid_A
2026-02-15,2026,2,40.88382,41.4,1.116,5.46,0.769,Grid_A
2026-02-15,2026,2,40.91765,35.9,0.809,4.776,0.622,Grid_A
2026-02-15,2026,2,40.91765,35.98594,0.843,4.526,0.64,Grid_A
2026-02-15,2026,2,40.91765,36.07187,0.916,4.715,0.661,Grid_A
2026-02-15,2026,2,40.91765,36.15781,0.876,5.167,0.631,Grid_A
2026-02-15,2026,2,40.91765,36.24375,0.85,4.906,0.611,Grid_A
2026-02-15,2026,2,40.91765,36.32969,0.865,5.018,0.646,Grid_A
2026-02-15,2026,2,40.91765,36.41562,0.851,4.806,0.647,Grid_A
2026-02-15,2026,2,40.91765,36.50156,0.884,4.93,0.64,Grid_A
2026-02-15,2026,2,40.91765,36.5875,0.826,4.661,0.646,Grid_A
2026-02-15,2026,2,40.91765,36.67344,0.895,4.948,0.621,Grid_A
2026-02-15,2026,2,40.91765,36.75937,0.859,4.587,0.606,Grid_A
2026-02-15,2026,2,40.91765,36.84531,0.872,5.108,0.646,Grid_A
2026-02-15,2026,2,40.91765,36.93125,0.949,4.817,0.648,Grid_A
2026-02-15,2026,2,40.91765,37.01719,0.836,4.795,0.62,Grid_A
2026-02-15,2026,2,40.91765,37.10312,0.817,4.644,0.655,Grid_A
2026-02-15,2026,2,40.91765,37.18906,0.853,4.792,0.667,Grid_A
2026-02-15,2026,2,40.91765,37.275,0.824,4.923,0.681,Grid_A
2026-02-15,2026,2,40.91765,37.36094,0.927,5.024,0.661,Grid_A
2026-02-15,2026,2,40.91765,37.44687,0.868,4.918,0.707,Grid_A
2026-02-15,2026,2,40.91765,37.53281,0.907,4.927,0.683,Grid_A
2026-02-15,2026,2,40.91765,37.61875,0.902,5.008,0.666,Grid_A
2026-02-15,2026,2,40.91765,37.70469,0.887,5.176,0.626,Grid_A
2026-02-15,2026,2,40.91765,37.79062,0.926,4.896,0.631,Grid_A
2026-02-15,2026,2,40.91765,37.87656,0.871,4.998,0.684,Grid_A
2026-02-15,2026,2,40.91765,37.9625,0.943,5.181,0.646,Grid_A
2026-02-15,2026,2,40.91765,38.04844,0.932,5.179,0.693,Grid_A
2026-02-15,2026,2,40.91765,38.13437,0.941,4.661,0.666,Grid_A
2026-02-15,2026,2,40.91765,38.22031,0.979,5.005,0.749,Grid_A
2026-02-15,2026,2,40.91765,38.30625,0.876,5.388,0.682,Grid_A
2026-02-15,2026,2,40.91765,38.39219,0.965,5.03,0.703,Grid_A
2026-02-15,2026,2,40.91765,38.47812,0.958,4.981,0.723,Grid_A
2026-02-15,2026,2,40.91765,38.56406,0.927,5.153,0.64,Grid_A
2026-02-15,2026,2,40.91765,38.65,0.928,5.384,0.727,Grid_A
2026-02-15,2026,2,40.91765,38.73594,0.98,5.156,0.755,Grid_A
2026-02-15,2026,2,40.91765,38.82187,0.96,5.028,0.737,Grid_A
2026-02-15,2026,2,40.91765,38.90781,0.988,5.3,0.709,Grid_A
2026-02-15,2026,2,40.91765,38.99375,0.966,5.466,0.734,Grid_A
2026-02-15,2026,2,40.91765,39.07969,0.899,5.076,0.708,Grid_A
2026-02-15,2026,2,40.91765,39.16562,0.932,4.794,0.776,Grid_A
2026-02-15,2026,2,40.91765,39.25156,0.93,5.069,0.683,Grid_A
2026-02-15,2026,2,40.91765,39.3375,1.003,5.226,0.726,Grid_A
2026-02-15,2026,2,40.91765,39.42344,0.96,5.376,0.726,Grid_A
2026-02-15,2026,2,40.91765,39.50937,0.896,5.014,0.707,Grid_A
2026-02-15,2026,2,40.91765,39.59531,0.99,5.472,0.781,Grid_A
2026-02-15,2026,2,40.91765,39.68125,0.917,5.424,0.732,Grid_A
2026-02-15,2026,2,40.91765,39.76719,1.103,5.591,0.793,Grid_A
2026-02-15,2026,2,40.91765,39.85312,1.021,5.405,0.743,Grid_A
2026-02-15,2026,2,40.91765,39.93906,0.969,5.182,0.772,Grid_A
2026-02-15,2026,2,40.91765,40.025,1.059,5.285,0.741,Grid_A
2026-02-15,2026,2,40.91765,40.11094,0.94,5.42,0.793,Grid_A
2026-02-15,2026,2,40.91765,40.19687,1.054,5.66,0.776,Grid_A
2026-02-15,2026,2,40.91765,40.28281,1.01,5.655,0.741,Grid_A
2026-02-15,2026,2,40.91765,40.36875,0.992,5.755,0.745,Grid_A
2026-02-15,2026,2,40.91765,40.45469,1.012,5.553,0.777,Grid_A
2026-02-15,2026,2,40.91765,40.54062,1.063,5.746,0.79,Grid_A
2026-02-15,2026,2,40.91765,40.62656,1.076,5.269,0.777,Grid_A
2026-02-15,2026,2,40.91765,40.7125,1.12,5.858,0.753,Grid_A
2026-02-15,2026,2,40.91765,40.79844,1.027,5.51,0.798,Grid_A
2026-02-15,2026,2,40.91765,40.88437,1.081,5.865,0.792,Grid_A
2026-02-15,2026,2,40.91765,40.97031,1.079,5.641,0.793,Grid_A
2026-02-15,2026,2,40.91765,41.05625,0.969,5.729,0.812,Grid_A
2026-02-15,2026,2,40.91765,41.14219,1.056,5.343,0.849,Grid_A
2026-02-15,2026,2,40.91765,41.22812,1.05,5.325,0.771,Grid_A
2026-02-15,2026,2,40.91765,41.31406,1.075,5.709,0.795,Grid_A
2026-02-15,2026,2,40.91765,41.4,1.07,5.715,0.813,Grid_A
2026-02-15,2026,2,40.95147,35.9,0.815,4.95,0.644,Grid_A
2026-02-15,2026,2,40.95147,35.98594,0.869,4.605,0.593,Grid_A
2026-02-15,2026,2,40.95147,36.07187,0.853,4.972,0.655,Grid_A
2026-02-15,2026,2,40.95147,36.15781,0.877,4.71,0.612,Grid_A
2026-02-15,2026,2,40.95147,36.24375,0.856,4.813,0.663,Grid_A
2026-02-15,2026,2,40.95147,36.32969,0.841,4.749,0.69,Grid_A
2026-02-15,2026,2,40.95147,36.41562,0.926,4.666,0.678,Grid_A
2026-02-15,2026,2,40.95147,36.50156,0.823,4.77,0.637,Grid_A
2026-02-15,2026,2,40.95147,36.5875,0.868,4.995,0.65,Grid_A
2026-02-15,2026,2,40.95147,36.67344,0.899,4.804,0.66,Grid_A
2026-02-15,2026,2,40.95147,36.75937,0.881,4.621,0.666,Grid_A
2026-02-15,2026,2,40.95147,36.84531,0.885,4.77,0.647,Grid_A
2026-02-15,2026,2,40.95147,36.93125,0.869,4.878,0.704,Grid_A
2026-02-15,2026,2,40.95147,37.01719,0.972,4.396,0.676,Grid_A
2026-02-15,2026,2,40.95147,37.10312,0.93,4.912,0.69,Grid_A
2026-02-15,2026,2,40.95147,37.18906,0.961,4.695,0.673,Grid_A
2026-02-15,2026,2,40.95147,37.275,0.977,4.736,0.67,Grid_A
2026-02-15,2026,2,40.95147,37.36094,0.884,5.208,0.706,Grid_A
2026-02-15,2026,2,40.95147,37.44687,0.912,5.018,0.636,Grid_A
2026-02-15,2026,2,40.95147,37.53281,0.966,4.955,0.679,Grid_A
2026-02-15,2026,2,40.95147,37.61875,0.951,5.079,0.71,Grid_A
2026-02-15,2026,2,40.95147,37.70469,0.94,5.094,0.696,Grid_A
2026-02-15,2026,2,40.95147,37.79062,0.874,5.038,0.719,Grid_A
2026-02-15,2026,2,40.95147,37.87656,0.886,4.938,0.673,Grid_A
2026-02-15,2026,2,40.95147,37.9625,0.932,5.376,0.711,Grid_A
2026-02-15,2026,2,40.95147,38.04844,0.842,5.239,0.69,Grid_A
2026-02-15,2026,2,40.95147,38.13437,0.953,5.094,0.683,Grid_A
2026-02-15,2026,2,40.95147,38.22031,0.933,5.05,0.715,Grid_A
2026-02-15,2026,2,40.95147,38.30625,0.904,4.927,0.729,Grid_A
2026-02-15,2026,2,40.95147,38.39219,0.987,5.282,0.697,Grid_A
2026-02-15,2026,2,40.95147,38.47812,0.917,5.043,0.739,Grid_A
2026-02-15,2026,2,40.95147,38.56406,0.917,5.371,0.736,Grid_A
2026-02-15,2026,2,40.95147,38.65,1.003,5.421,0.736,Grid_A
2026-02-15,2026,2,40.95147,38.73594,0.898,5.344,0.729,Grid_A
2026-02-15,2026,2,40.95147,38.82187,0.945,5.509,0.725,Grid_A
2026-02-15,2026,2,40.95147,38.90781,0.942,5.475,0.722,Grid_A
2026-02-15,2026,2,40.95147,38.99375,0.944,5.039,0.715,Grid_A
2026-02-15,2026,2,40.95147,39.07969,0.941,5.403,0.713,Grid_A
2026-02-15,2026,2,40.95147,39.16562,0.9,5.353,0.726,Grid_A
2026-02-15,2026,2,40.95147,39.25156,0.977,5.563,0.746,Grid_A
2026-02-15,2026,2,40.95147,39.3375,1.041,5.307,0.773,Grid_A
2026-02-15,2026,2,40.95147,39.42344,0.962,5.356,0.728,Grid_A
2026-02-15,2026,2,40.95147,39.50937,0.955,5.304,0.721,Grid_A
2026-02-15,2026,2,40.95147,39.59531,0.998,5.302,0.763,Grid_A
2026-02-15,2026,2,40.95147,39.68125,0.942,5.517,0.803,Grid_A
2026-02-15,2026,2,40.95147,39.76719,1.057,5.772,0.764,Grid_A
2026-02-15,2026,2,40.95147,39.85312,0.987,5.502,0.761,Grid_A
2026-02-15,2026,2,40.95147,39.93906,0.935,5.583,0.764,Grid_A
2026-02-15,2026,2,40.95147,40.025,0.95,5.331,0.767,Grid_A
2026-02-15,2026,2,40.95147,40.11094,1.012,5.452,0.81,Grid_A
2026-02-15,2026,2,40.95147,40.19687,0.964,5.431,0.757,Grid_A
2026-02-15,2026,2,40.95147,40.28281,1.069,5.363,0.774,Grid_A
2026-02-15,2026,2,40.95147,40.36875,1.064,5.754,0.822,Grid_A
2026-02-15,2026,2,40.95147,40.45469,0.96,5.6,0.795,Grid_A
2026-02-15,2026,2,40.95147,40.54062,1.027,5.531,0.824,Grid_A
2026-02-15,2026,2,40.95147,40.62656,1.074,5.711,0.8,Grid_A
2026-02-15,2026,2,40.95147,40.7125,1.127,5.465,0.757,Grid_A
2026-02-15,2026,2,40.95147,40.79844,1.029,5.571,0.833,Grid_A
2026-02-15,2026,2,40.95147,40.88437,1.022,5.672,0.767,Grid_A
2026-02-15,2026,2,40.95147,40.97031,1.089,5.601,0.8,Grid_A
2026-02-15,2026,2,40.95147,41.05625,1.135,5.816,0.784,Grid_A
2026-02-15,2026,2,40.95147,41.14219,1.049,6.163,0.863,Grid_A
2026-02-15,2026,2,40.95147,41.22812,1.093,5.261,0.85,Grid_A
2026-02-15,2026,2,40.95147,41.31406,1.034,5.909,0.802,Grid_A
2026-02-15,2026,2,40.95147,41.4,1.083,5.53,0.814,Grid_A
2026-02-15,2026,2,40.98529,35.9,0.874,4.532,0.689,Grid_A
2026-02-15,2026,2,40.98529,35.98594,0.812,4.594,0.648,Grid_A
2026-02-15,2026,2,40.98529,36.07187,0.908,4.76,0.609,Grid_A
2026-02-15,2026,2,40.98529,36.15781,0.823,4.632,0.646,Grid_A
2026-02-15,2026,2,40.98529,36.24375,0.86,4.938,0.651,Grid_A
2026-02-15,2026,2,40.98529,36.32969,0.9,4.784,0.626,Grid_A
2026-02-15,2026,2,40.98529,36.41562,0.876,4.869,0.654,Grid_A
2026-02-15,2026,2,40.98529,36.50156,0.845,5.023,0.622,Grid_A
2026-02-15,2026,2,40.98529,36.5875,0.859,5.134,0.626,Grid_A
2026-02-15,2026,2,40.98529,36.67344,0.922,4.641,0.618,Grid_A
2026-02-15,2026,2,40.98529,36.75937,0.824,4.96,0.679,Grid_A
2026-02-15,2026,2,40.98529,36.84531,0.939,5.193,0.685,Grid_A
2026-02-15,2026,2,40.98529,36.93125,0.857,4.797,0.687,Grid_A
2026-02-15,2026,2,40.98529,37.01719,0.951,4.773,0.702,Grid_A
2026-02-15,2026,2,40.98529,37.10312,0.821,5.071,0.67,Grid_A
2026-02-15,2026,2,40.98529,37.18906,0.893,5.013,0.655,Grid_A
2026-02-15,2026,2,40.98529,37.275,0.922,5.033,0.703,Grid_A
2026-02-15,2026,2,40.98529,37.36094,0.971,5.061,0.662,Grid_A
2026-02-15,2026,2,40.98529,37.44687,0.866,5.389,0.725,Grid_A
2026-02-15,2026,2,40.98529,37.53281,0.95,5.075,0.709,Grid_A
2026-02-15,2026,2,40.98529,37.61875,0.97,4.954,0.693,Grid_A
2026-02-15,2026,2,40.98529,37.70469,0.877,5.066,0.734,Grid_A
2026-02-15,2026,2,40.98529,37.79062,0.968,5.132,0.631,Grid_A
2026-02-15,2026,2,40.98529,37.87656,0.902,5.14,0.696,Grid_A
2026-02-15,2026,2,40.98529,37.9625,0.933,5.182,0.691,Grid_A
2026-02-15,2026,2,40.98529,38.04844,0.935,5.118,0.69,Grid_A
2026-02-15,2026,2,40.98529,38.13437,1.013,5.066,0.654,Grid_A
2026-02-15,2026,2,40.98529,38.22031,1.014,5.007,0.736,Grid_A
2026-02-15,2026,2,40.98529,38.30625,0.918,5.304,0.716,Grid_A
2026-02-15,2026,2,40.98529,38.39219,0.989,5.161,0.704,Grid_A
2026-02-15,2026,2,40.98529,38.47812,0.963,5.141,0.675,Grid_A
2026-02-15,2026,2,40.98529,38.56406,0.932,5.806,0.681,Grid_A
2026-02-15,2026,2,40.98529,38.65,0.969,5.198,0.775,Grid_A
2026-02-15,2026,2,40.98529,38.73594,0.918,5.28,0.75,Grid_A
2026-02-15,2026,2,40.98529,38.82187,0.959,5.121,0.735,Grid_A
2026-02-15,2026,2,40.98529,38.90781,0.957,5.226,0.762,Grid_A
2026-02-15,2026,2,40.98529,38.99375,0.989,5.413,0.75,Grid_A
2026-02-15,2026,2,40.98529,39.07969,1.015,5.577,0.738,Grid_A
2026-02-15,2026,2,40.98529,39.16562,1.013,5.071,0.692,Grid_A
2026-02-15,2026,2,40.98529,39.25156,1.057,5.278,0.758,Grid_A
2026-02-15,2026,2,40.98529,39.3375,0.938,5.104,0.737,Grid_A
2026-02-15,2026,2,40.98529,39.42344,1.016,5.269,0.749,Grid_A
2026-02-15,2026,2,40.98529,39.50937,0.964,5.62,0.782,Grid_A
2026-02-15,2026,2,40.98529,39.59531,0.978,5.538,0.758,Grid_A
2026-02-15,2026,2,40.98529,39.68125,0.987,5.405,0.783,Grid_A
2026-02-15,2026,2,40.98529,39.76719,0.968,5.529,0.832,Grid_A
2026-02-15,2026,2,40.98529,39.85312,1.015,5.45,0.771,Grid_A
2026-02-15,2026,2,40.98529,39.93906,1.03,5.135,0.819,Grid_A
2026-02-15,2026,2,40.98529,40.025,1.054,5.342,0.78,Grid_A
2026-02-15,2026,2,40.98529,40.11094,0.996,5.545,0.784,Grid_A
2026-02-15,2026,2,40.98529,40.19687,1.03,5.294,0.774,Grid_A
2026-02-15,2026,2,40.98529,40.28281,1.071,5.407,0.723,Grid_A
2026-02-15,2026,2,40.98529,40.36875,1.022,6.01,0.813,Grid_A
2026-02-15,2026,2,40.98529,40.45469,1.008,5.531,0.812,Grid_A
2026-02-15,2026,2,40.98529,40.54062,0.965,5.384,0.808,Grid_A
2026-02-15,2026,2,40.98529,40.62656,1.102,5.482,0.84,Grid_A
2026-02-15,2026,2,40.98529,40.7125,1.012,4.907,0.823,Grid_A
2026-02-15,2026,2,40.98529,40.79844,1.067,5.745,0.825,Grid_A
2026-02-15,2026,2,40.98529,40.88437,1.056,5.56,0.805,Grid_A
2026-02-15,2026,2,40.98529,40.97031,1.034,5.546,0.768,Grid_A
2026-02-15,2026,2,40.98529,41.05625,1.007,5.607,0.761,Grid_A
2026-02-15,2026,2,40.98529,41.14219,0.979,5.587,0.817,Grid_A
2026-02-15,2026,2,40.98529,41.22812,1.05,5.192,0.862,Grid_A
2026-02-15,2026,2,40.98529,41.31406,1.008,5.518,0.795,Grid_A
2026-02-15,2026,2,40.98529,41.4,1.121,5.78,0.817,Grid_A
2026-02-15,2026,2,41.01912,35.9,0.827,4.829,0.598,Grid_A
2026-02-15,2026,2,41.01912,35.98594,0.868,4.698,0.645,Grid_A
2026-02-15,2026,2,41.01912,36.07187,0.875,4.703,0.584,Grid_A
2026-02-15,2026,2,41.01912,36.15781,0.849,4.546,0.64,Grid_A
2026-02-15,2026,2,41.01912,36.24375,0.852,4.732,0.609,Grid_A
2026-02-15,2026,2,41.01912,36.32969,0.914,4.773,0.703,Grid_A
2026-02-15,2026,2,41.01912,36.41562,0.871,4.948,0.649,Grid_A
2026-02-15,2026,2,41.01912,36.50156,0.887,5.11,0.678,Grid_A
2026-02-15,2026,2,41.01912,36.5875,0.806,5.077,0.666,Grid_A
2026-02-15,2026,2,41.01912,36.67344,0.881,5.263,0.701,Grid_A
2026-02-15,2026,2,41.01912,36.75937,0.92,4.825,0.63,Grid_A
2026-02-15,2026,2,41.01912,36.84531,0.917,5.22,0.613,Grid_A
2026-02-15,2026,2,41.01912,36.93125,0.934,4.911,0.621,Grid_A
2026-02-15,2026,2,41.01912,37.01719,0.912,5.158,0.661,Grid_A
2026-02-15,2026,2,41.01912,37.10312,0.855,5.333,0.656,Grid_A
2026-02-15,2026,2,41.01912,37.18906,0.947,4.702,0.686,Grid_A
2026-02-15,2026,2,41.01912,37.275,0.919,5.193,0.716,Grid_A
2026-02-15,2026,2,41.01912,37.36094,0.875,5.137,0.648,Grid_A
2026-02-15,2026,2,41.01912,37.44687,0.856,4.931,0.695,Grid_A
2026-02-15,2026,2,41.01912,37.53281,0.981,5.432,0.679,Grid_A
2026-02-15,2026,2,41.01912,37.61875,0.93,5.263,0.711,Grid_A
2026-02-15,2026,2,41.01912,37.70469,0.914,5.104,0.692,Grid_A
2026-02-15,2026,2,41.01912,37.79062,0.916,5.035,0.695,Grid_A
2026-02-15,2026,2,41.01912,37.87656,0.912,4.89,0.722,Grid_A
